sentence,pattern_name,pillar,claim_type,description,matched_text,strength_score,has_verification,temporal,company_index,company_name
"The Software and Services segment provides public safety and enterprise command center, unified communications applications, mobile video equipment, and video software solutions; repair, technical support, and maintenance services; and monitoring, software updates, and cybersecurity services to government, public safety, and commercial communications networks.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,164,"MOTOROLA SOLUTIONS, INC."
Moody's Corporation operates as an integrated risk assessment firm worldwide.,risk_management,Governance,performance,Risk management practices claim,risk assessment,0.0,False,unspecified,166,MOODY'S CORPORATION
The Moody's Analytics segment develops a range of products and services that support the risk management activities of institutional participants in financial markets.,risk_management,Governance,performance,Risk management practices claim,risk management,0.0,False,unspecified,166,MOODY'S CORPORATION
"It offers its products to company-owned service centers and stores, company-operated distributors, floor covering retailers, wholesalers, mass merchandisers, department stores, shop at home, buying groups, ceramic tile specialists, e-commerce retailers, residential builders, independent distributors, commercial contractors, and commercial end users.",env_certification,Environmental,credential,Environmental certification claim,epa,0.2,True,unspecified,170,"MOHAWK INDUSTRIES, INC."
"The Productivity and Business Processes segment offers office, exchange, SharePoint, Microsoft Teams, office 365 Security and Compliance, Microsoft viva, and Microsoft 365 copilot; and office consumer services, such as Microsoft 365 consumer subscriptions, Office licensed on-premises, and other office services.",ethics_compliance,Governance,performance,Ethics and compliance program claim,compliance,0.0,False,unspecified,172,MICROSOFT CORP
"The company offers life, dental, group short-and long-term disability, individual disability, pet insurance, accidental death and dismemberment, vision, and accident and health coverages, as well as prepaid legal plans; administrative services-only arrangements to employers; and general and separate account, and synthetic guaranteed interest contracts, as well as private floating rate funding agreements.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,177,"METLIFE, INC."
"It also provides aortic valves, surgical valve replacement and repair products, endovascular stent grafts and accessories, and transcatheter pulmonary valves; and percutaneous coronary intervention products, percutaneous angioplasty balloons, and products.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,180,MEDTRONIC PLC
"The company's Medical Surgical Portfolio segment offers surgical stapling devices, vessel sealing instruments, wound closure, electrosurgery products, surgical artificial intelligence and robotic-assisted surgery products, hernia mechanical devices, mesh implants, gynecology and lung products, and various therapies to treat diseases, as well as products in the fields of minimally invasive gastrointestinal and hepatologic diagnostics and therapies, patient monitoring, airway management and ventilation therapies, and renal disease.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,180,MEDTRONIC PLC
"The company offers integrated products and value-added services for account holders, merchants, financial institutions, digital partners, businesses, governments, and other organizations, such as programs that enable issuers to provide consumers with credits to defer payments; payment products and solutions that allow its customers to access funds in deposit and other accounts; prepaid programs services; and commercial credit, debit, and prepaid payment products and solutions.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,184,MASTERCARD INCORPORATED
"Its chemical products are used in flame retardants, wastewater treatment, pulp and paper production, and other environmental applications.",water_conservation,Environmental,performance,Water conservation or efficiency claim,water treatment,0.0,False,unspecified,186,MARTIN MARIETTA MATERIALS
"The Risk and Insurance Services segment offers risk management services, such as risk advice, risk transfer, and risk control and mitigation solutions, as well as insurance and reinsurance broking, strategic advisory services, and analytics solutions, and insurance program management services.",risk_management,Governance,performance,Risk management practices claim,risk management,0.2,True,unspecified,187,"MARSH & MCLENNAN COMPANIES, INC."
"The company offers a line of products for construction, maintenance, repair, remodeling, and decorating.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,194,LOWE'S COMPANIES INC.
"In addition, the company offers installation services through independent contractors in various product categories; and extended protection plans and repair services.",env_certification,Environmental,credential,Environmental certification claim,epa,0.2,True,unspecified,194,LOWE'S COMPANIES INC.
"It also provides loss-sensitive insurance programs; and warranty, risk management, information, and claims administration services.",risk_management,Governance,performance,Risk management practices claim,risk management,0.0,False,unspecified,195,LOEWS CORPORATION
"Further, the company operates a chain of 25 hotels; and develops, manufactures, and markets a range of extrusion blow-molded and injection molded plastic containers for customers in the pharmaceutical, dairy, household chemicals, food/nutraceuticals, industrial/specialty chemicals, and water and beverage/juice industries, as well as manufactures commodity and differentiated plastic resins from recycled plastic materials.",waste_management,Environmental,performance,Waste management or recycling claim,recycled,0.0,False,unspecified,195,LOEWS CORPORATION
"LKQ Corporation engages in the distribution of replacement parts, components, and systems used in the repair and maintenance of vehicles and specialty vehicle aftermarket products and accessories.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,197,LKQ CORPORATION
"The company distributes bumper covers, automotive body panels, and lights, as well as mechanical automotive parts and accessories; salvage products, including mechanical and collision parts comprising engines; transmissions; door assemblies; sheet metal products, such as trunk lids, fenders, and hoods; lights and bumper assemblies; scrap metal and other materials to metals recyclers; and brake pads, discs and sensors, clutches, steering and suspension products, filters, and oil and automotive fluids, as well as electrical products, including spark plugs and batteries.",waste_management,Environmental,performance,Waste management or recycling claim,recyclers,0.0,False,unspecified,197,LKQ CORPORATION
"It serves collision and mechanical repair shops, and new and used car dealerships, as well as retail customers.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,197,LKQ CORPORATION
"Intelligence Community, the Department of Defense, the space development agency, the National Aeronautics and Space Administration, defense information systems agency, military services, and government agencies of U.S. allies abroad, as well as other federal and commercial customers in the national security industry.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,199,"LEIDOS HOLDINGS, INC."
"The solutions include technology, large-scale systems, command and control platforms, data analytics, logistics, and cybersecurity solutions, as well as intelligence analysis and operations support services to critical missions.",data_privacy,Social,performance,Data privacy and security claim,cybersecurity,0.0,False,unspecified,199,"LEIDOS HOLDINGS, INC."
"The company offers various tests, such as blood chemistry analyses, urinalyses, blood cell counts, thyroid tests, PAP tests, hemoglobin A1C and vitamin D, prostate-specific antigens, tests for sexually transmitted diseases, hepatitis C tests, microbiology cultures and procedures, and alcohol and other substance-abuse tests.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,202,LABCORP HOLDINGS INC.
"In addition, the company offers direct imaging, inspection, optical shaping, inkjet and additive printing, UV laser drilling and computer-aided manufacturing and engineering solutions for the PCB market; inspection and electrical testing systems to identify and classify defects, as well as systems to repair defects for the display market; and inspection and metrology systems for quality control and yield improvement in advanced and traditional semiconductor packaging markets.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,203,KLA CORPORATION
"It also sells household use products directly to supermarkets, mass merchandisers, drugstores, warehouse clubs, variety and department stores, and other retail outlets, as well as through other distributors and e-commerce; and away-from-home use products directly to distributors, manufacturing, lodging, office building, food service, and public facilities, as well as through e-commerce.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,206,KIMBERLY-CLARK CORP.
"Additionally, the company provides software-as-a-service, technical support, maintenance, and professional services, as well as education and training programs.",employee_development,Social,performance,Employee training and development claim,education and training program,0.0,False,unspecified,210,JUNIPER NETWORKS INC
"It operates through four segments: Consumer & Community Banking (CCB), Corporate & Investment Bank (CIB), Commercial Banking (CB), and Asset & Wealth Management (AWM).",community_impact,Social,performance,Community engagement or philanthropy claim,"community banking (ccb), corporate & invest",0.0,False,unspecified,211,JPMORGAN CHASE & CO.
"The CIB segment provides investment banking products and services, including corporate strategy and structure advisory, and equity and debt market capital-raising services, as well as loan origination and syndication; payments; and cash and derivative instruments, risk management solutions, prime brokerage, and research.",risk_management,Governance,performance,Risk management practices claim,risk management,0.2,True,unspecified,211,JPMORGAN CHASE & CO.
"It also provides energy efficiency solutions and technical services, including inspection, scheduled maintenance, and repair and replacement of mechanical and control systems, as well as data-driven smart building solutions to non-residential building and industrial applications.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,212,JOHNSON CONTROLS INTERNATIONAL PLC
It manages separate client-focused equity and fixed income portfolios.,env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,218,INVESCO LTD
"It also provides a suite of stapling, energy, and core instrumentation for its multi-port da Vinci surgical systems; progressive learning pathways to support the use of its technology; infrastructure of service and support specialists, a complement of services to its customers, including installation, repair, maintenance, 24/7 technical support, and proactive system health monitoring; and integrated digital capabilities providing connected offerings, streamlining performance for hospitals with program-enhancing insights.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,219,INTUITIVE SURGICAL INC.
"Intuit inc. provides financial management and compliance products and services for consumers, small businesses, self-employed, and accounting professionals in the United States, Canada, and internationally.",ethics_compliance,Governance,performance,Ethics and compliance program claim,compliance,0.0,False,unspecified,220,INTUIT INC
The Consumer segment provides TurboTax income tax preparation products and services.,env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,220,INTUIT INC
"The ProTax segment provides Lacerte, ProSeries, and ProFile desktop tax-preparation software products; and ProConnect Tax Online tax products, electronic tax filing service, and bank products and related services.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,220,INTUIT INC
"The company offers linerboard, medium, whitetop, recycled linerboard, recycled medium and saturating kraft; and pulp for a range of applications, such as diapers, towel and tissue products, feminine care, incontinence, and other personal care products, as well as specialty pulps for use in textiles, construction materials, paints, coatings, and others.",waste_management,Environmental,performance,Waste management or recycling claim,recycled,0.0,False,unspecified,221,INTERNATIONAL PAPER CO.
"In addition, the company develops and deploys advanced driver assistance systems (ADAS), and autonomous driving technologies and solutions; and provides advanced process technologies backed by an ecosystem of IP, EDA, and design services, as well as systems of chips, including advanced packaging technologies, software and accelerate bring-up, and integration of chips and driving standards.",biodiversity,Environmental,performance,Biodiversity or ecosystem claim,ecosystem,0.0,False,unspecified,225,INTEL CORP
"Further, it delivers and deploys intelligent edge platforms that allow developers to achieve agility and drive automation using AI for efficient operations with data integrity, as well as provides hardware and software platforms, tools, and ecosystem partnerships for digital transformation from the cloud to edge.",biodiversity,Environmental,performance,Biodiversity or ecosystem claim,ecosystem,0.2,True,unspecified,225,INTEL CORP
"The company offers sequencing and array-based instruments and consumables, which include reagents, flow cells, and library preparation; whole-genome sequencing kits, which sequence entire genomes of various size and complexity; and targeted resequencing kits, which sequence exomes, specific genes, and RNA or other genomic regions of interest.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,future,227,ILLUMINA INC
"The Food Equipment segment provides warewashing, refrigeration, cooking, and food processing equipment; kitchen exhaust, ventilation, and pollution control systems; and food equipment maintenance and repair services.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,228,ILLINOIS TOOL WORKS INC.
"This segment serves food and beverage, life sciences, analytical instruments, pharmaceutical and biopharmaceutical, industrial, semiconductor, automotive/transportation, medical/dental, energy, cosmetics, marine, chemical, wastewater and water treatment, research and aerospace/defense markets.",water_conservation,Environmental,performance,Water conservation or efficiency claim,water and water treatment,0.0,False,unspecified,230,IDEX CORPORATION
"The company offers equipment financing, asset-based lending, distribution finance, structured lending, and municipal financing solutions, as well as Huntington ChoicePay.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,231,HUNTINGTON BANCSHARES INC
"In addition, it offers lending, liquidity, treasury management and other payment services, and capital markets; government and non-profits, healthcare, technology and telecommunications, franchises, financial sponsors, and global services; and corporate risk management, institutional sales and trading, debt and equity issuance, and additional advisory services.",risk_management,Governance,performance,Risk management practices claim,risk management,0.2,True,unspecified,231,HUNTINGTON BANCSHARES INC
"The company's Aerospace segment offers auxiliary power units, propulsion engines, integrated avionics, environmental control and electric power systems, engine controls, flight safety, communications, navigation hardware, data and software applications, radar and surveillance systems, aircraft lighting, advanced systems and instruments, satellite and space components, and aircraft wheels and brakes; spare parts; repair, overhaul, and maintenance services; and thermal systems, as well as wireless connectivity services.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,237,"HONEYWELL INTERNATIONAL, INC."
"It sells various building materials, home improvement products, lawn and garden products, and décor products, as well as facilities maintenance, repair, and operations products.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,238,"HOME DEPOT, INC."
"It sells its products through websites, including homedepot.com; homedepot.ca and homedepot.com.mx; blinds.com, justblinds.com, and americanblinds.com for custom window coverings; thecompanystore.com, an online site for textiles and décor products; hdsupply.com for maintenance, repair, and operations (MRO) products and related services; and The Home Depot stores.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,238,"HOME DEPOT, INC."
"It provides Aptima molecular diagnostic assays to detect the infectious microorganisms; Aptima viral load assays for Hepatitis B virus, Hepatitis C virus, human immunodeficiency virus, and human cytomegalo virus; Aptima bacterial vaginosis and candida vaginitis assays for the diagnosis of vaginitis; Aptima SARS-CoV-2 and Panther Fusion SARS-CoV-2 assays to detect SARS-CoV-2; ThinPrep System for cytology applications; and Rapid Fetal Fibronectin Test that assists physicians in assessing the risk of pre-term birth.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,239,HOLOGIC INC
"In addition, it provides MyoSure Hysteroscopic Tissue Removal System for the removal of fibroids and polyps in the uterus; NovaSure Endometrial Ablation System to treat abnormal uterine bleeding; Fluent Fluid Management System that provides liquid distention during diagnostic and operative hysteroscopic procedures; Acessa ProVu system to treat various fibroids; and CoolSeal portfolio, such as bipolar vessel sealing devices.",env_certification,Environmental,credential,Environmental certification claim,leed,0.2,True,unspecified,239,HOLOGIC INC
"The Health Care Distribution segment offers dental products, including infection-control products, handpieces, preventatives, impression materials, composites, anesthetics, teeth, dental implants, gypsum, acrylics, articulators, abrasives, dental chairs, delivery units and lights, X-ray supplies and equipment, personal protective equipment, and high-tech and digital restoration equipment, as well as equipment repair services.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,243,HENRY SCHEIN INC
"The company offers information and transaction processing solutions for banks ranging from community to multi-billion-dollar asset institutions; core data processing solutions for various credit unions; and specialized financial performance, imaging and payments processing, information security and risk management, retail delivery, and online and mobile solutions to financial services organizations and corporate entities.",data_privacy,Social,performance,Data privacy and security claim,information security,0.0,False,unspecified,244,HENRY (JACK) & ASSOCIATES
"The company sells its products to retailers, distributors, wholesalers, discount stores, specialty hobby stores, drug stores, mail order houses, catalog stores, department stores, and other traditional retailers, as well as e-commerce retailers; and directly to customers through its e-commerce websites under the MAGIC: THE GATHERING, Hasbro Gaming, PLAY-DOH, NERF, TRANSFORMERS, DUNGEONS & DRAGONS, PEPPA PIG, and other brand names.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,246,"HASBRO, INC."
"The Drilling and Evaluation segment offers drilling fluid systems, performance additives, completion fluids, solids control, specialized testing equipment, and waste management services; drilling systems and services; wireline and perforating services consists of open-hole logging, and cased-hole and slickline; and drill bits and services comprising roller cone rock bits, fixed cutter bits, hole enlargement, and related downhole tools and services, as well as coring equipment and services.",waste_management,Environmental,performance,Waste management or recycling claim,waste manag,0.0,False,unspecified,247,HALLIBURTON COMPANY
"The company provides Biktarvy, Genvoya, Descovy, Odefsey, Truvada, Complera/ Eviplera, Stribild, Sunlencs, and Atripla products for the treatment of HIV/AIDS; Veklury, an injection for intravenous use, for the treatment of COVID-19; and Epclusa, Harvoni, Vemlidy, and Viread for the treatment of viral hepatitis.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,251,GILEAD SCIENCES INC
"The company distributes automotive replacement parts for hybrid and electric vehicles, trucks, SUVs, buses, motorcycles, recreational vehicles, farm vehicles, small engines, farm equipment, marine equipment, and heavy duty equipment; and equipment and parts used by repair shops, service stations, fleet operators, automobile and truck dealers, leasing companies, bus and truck lines, mass merchandisers, farms, and individuals.",env_certification,Environmental,credential,Environmental certification claim,epa,0.15,False,unspecified,252,GENUINE PARTS COMPANY
"It also distributes industrial replacement parts and related supplies, such as abrasives, adhesives, sealants and tape, bearings, chemicals, cutting tools, electrical, facility maintenance, hose and fittings, hydraulics, janitorial, mechanical power transmission, pneumatics, process pumps and equipment, safety, seals and gaskets, and tools and testing instruments, as well as maintenance, repair, and operation customers in aggregate and cement, automotive, chemical and allied products, equipment and machinery, equipment rental and leasing, fabricated metals, food and beverage, iron and steel, lumber and wood, oil and gas, pulp and paper, and rubber products.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,252,GENUINE PARTS COMPANY
"In addition, the company provides various services and repairs comprising gearbox and fluid power and process pump assembly and repair, hydraulic drive shaft repair, electrical panel assembly and repair, hose and gasket manufacture and assembly.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,252,GENUINE PARTS COMPANY
"Further, it offers range of after-sale services through dealer network, such as maintenance, light repairs, collision repairs, vehicle accessories, and extended service warranties.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,253,GENERAL MOTORS COMPANY
"The Aerospace segment produces and sells business jets; and offers aircraft maintenance and repair, management, aircraft-on-ground support and completion, charter, staffing, and fixed-base operator services.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,256,GENERAL DYNAMICS CORPORATION
"The company sells its products through independent retailers, dealers, distributors, installation and repair shops, and original equipment manufacturers, as well as online webshop.",env_certification,Environmental,credential,Environmental certification claim,epa,0.2,True,unspecified,259,GARMIN LTD
"The Intelligent Operating Solutions segment provides advanced instrumentation, software, and services, including electrical test and measurement, facility and asset lifecycle software applications, and connected worker safety and compliance solutions for manufacturing, process industries, healthcare, utilities and power, communications and electronics, and other industries.",employee_safety,Social,performance,Employee safety or health claim,worker safety,0.0,False,unspecified,262,FORTIVE CORPORATION
"Fortinet, inc. provides cybersecurity and convergence of networking and security solutions worldwide.",data_privacy,Social,performance,Data privacy and security claim,cybersecurity,0.0,False,unspecified,263,"FORTINET, INC."
"Further, the company offers FortiGuard security services consisting of FortiGuard application security, content security, device security, NOC/SOC security, and web security services; FortiCare technical support services; and training services to customers and channel partners, as well as operates a FortiGuard Lab, a cybersecurity threat intelligence and research organization.",data_privacy,Social,performance,Data privacy and security claim,cybersecurity,0.0,False,unspecified,263,"FORTINET, INC."
"This segment also provides digital banking, financial and risk management, professional services and consulting, check processing, and other products and services.",risk_management,Governance,performance,Risk management practices claim,risk management,0.0,False,unspecified,266,"FISERV, INC."
"The Payments and Network segment offers card transactions, such as debit, credit, and prepaid card processing and services; funds access, debit payments, cardless ATM access, and surcharge-free ATM network; security and fraud protection products; card production; print services; and various network services, as well as non-card digital payment software and services, including bill payment, account-to-account transfers, person-to-person payments, electronic billing, and security and fraud protection products.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,266,"FISERV, INC."
"The company owns and operates coal-fired, nuclear, hydroelectric, wind, and solar power generating facilities.",renewable_energy,Environmental,performance,Claim about renewable energy usage,"hydroelectric, wind, and solar power",0.0,False,unspecified,267,FIRSTENERGY CORP.
"This segment also engages in the residential mortgage that include origination, retention and servicing of residential mortgage loans, sales and securitizations of loans, and hedging activities; indirect lending, including extending loans to consumers through automobile dealers, motorcycle dealers, powersport dealers, recreational vehicle dealers, and marine dealers; and home improvement and solar energy installation loans through contractors and installers.",renewable_energy,Environmental,performance,Claim about renewable energy usage,solar energy,0.0,False,unspecified,268,FIFTH THIRD BANCORP
"The company provides core processing and ancillary applications; mobile and online banking; fraud, risk management, and compliance; card and retail payment; electronic funds transfer and network; wealth and retirement; and item processing and output solutions.",ethics_compliance,Governance,performance,Ethics and compliance program claim,compliance,0.0,False,unspecified,269,"FIDELITY NATIONAL INFORMATION SERVICES, INC."
"The company's fastener products include threaded fasteners, bolts, nuts, screws, studs, and related washers that are used in manufactured products and construction projects, as well as in the maintenance and repair of machines.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,272,FASTENAL CO
"The company serves the manufacturing market comprising original equipment manufacturers; maintenance, repair, and operations customers; non-residential construction market; farmers, truckers, railroads, mining companies, schools, and retail trades; and oil exploration, production, and refinement companies, as well as federal, state, and local governmental entities.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,272,FASTENAL CO
"The company also involves in the manufacturing, trade, transport, and sale of crude oil, natural gas, petroleum products, petrochemicals, and other specialty products; and pursuit lower-emission business opportunities, including carbon capture and storage, hydrogen, lower-emission fuels, and lithium.",emission_reduction,Environmental,performance,Claim about reducing emissions,lower-emission,0.0,False,unspecified,275,EXXON MOBIL CORPORATION
"It also provides optimization, trade compliance consulting, cargo security, and solutions.",ethics_compliance,Governance,performance,Ethics and compliance program claim,compliance,0.0,False,unspecified,277,"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC."
"Further, the company provides ancillary services that include preparation of shipping and customs documentation, packing, crating, insurance services, and the preparation of documentation to comply with local import and export laws.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,277,"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC."
It is involved in the transmission and distribution of electricity; solar power facilities; and distribution of natural gas.,renewable_energy,Environmental,performance,Claim about renewable energy usage,solar power,0.0,False,unspecified,280,EVERSOURCE ENERGY
"It generates electricity through gas, nuclear, coal, hydro, and solar power sources.",renewable_energy,Environmental,performance,Claim about renewable energy usage,"hydro, and solar power source",0.0,False,unspecified,288,ENTERGY CORPORATION
"The Discrete Automation segment offers solenoid and pneumatic valves, valve position indicators, pneumatic cylinders, air preparation equipment, pressure and temperature switches, electric linear motion solutions, programmable automation control systems, electrical distribution equipment, and materials joining solutions.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,289,EMERSON ELECTRIC CO.
"The Control Systems & Software segment provides distributed control systems, safety instrumented systems, SCADA systems, application software, digital twins, asset performance management, and cybersecurity.",data_privacy,Social,performance,Data privacy and security claim,cybersecurity,0.0,False,unspecified,289,EMERSON ELECTRIC CO.
It offers transcatheter heart valve replacement products for the minimally invasive replacement of aortic heart valves under the Edwards SAPIEN family of valves system; and transcatheter heart valve repair and replacement products to treat mitral and tricuspid valve diseases under the PASCAL PRECISION and Cardioband names.,env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,293,EDWARDS LIFESCIENCES CORP
"The Global Industrial segment offers water treatment and process applications, and cleaning and sanitizing solutions to manufacturing, food and beverage processing, transportation, chemical, metals and mining, power generation, pulp and paper, commercial laundry, petroleum, refining, and petrochemical industries.",water_conservation,Environmental,performance,Water conservation or efficiency claim,water treatment,0.0,False,unspecified,295,"ECOLAB, INC."
"Further, it offers colloidal silica for binding and polishing applications in semiconductor, catalyst, and aerospace component manufacturing, as well as chemical industries; and products and services that manage wash process through custom designed programs, premium products, dispensing equipment, water and energy management, and reduction, as well as real time data management.",water_conservation,Environmental,performance,Water conservation or efficiency claim,"water and energy management, and reduc",0.0,False,unspecified,295,"ECOLAB, INC."
"The Water & Protection segment provides engineered products and integrated systems for worker safety, water purification and separation, transportation, energy, medical packaging and building materials.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,298,"DUPONT DE NEMOURS, INC."
"It generates electricity through coal, hydroelectric, natural gas, oil, solar and wind sources, renewables, and nuclear fuel.",renewable_energy,Environmental,performance,Claim about renewable energy usage,solar and wind source,0.0,False,unspecified,299,DUKE ENERGY CORPORATION
"Its DTE Vantage segment offers metallurgical and petroleum coke to steel and other industries; and power generation, steam production, chilled water production, and wastewater treatment services, as well as air supplies compressed air to industrial customers.",water_conservation,Environmental,performance,Water conservation or efficiency claim,"water production, and wastewater treatment",0.0,False,unspecified,300,DTE ENERGY COMPANY
"In addition, it offers seasonal products comprising holiday items, toys, batteries, small electronics, greeting cards, stationery, prepaid phones and accessories, gardening supplies, hardware, and automotive and home office supplies; and home products that include kitchen supplies, cookware, small appliances, light bulbs, storage containers, frames, candles, craft supplies and kitchen, and bed and bath soft goods.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,304,DOLLAR GENERAL CORP.
"It also provides aircraft maintenance and engineering support, repair, and overhaul services; and vacation packages to third-party consumers.",env_certification,Environmental,credential,Environmental certification claim,epa,0.2,True,unspecified,309,"DELTA AIR LINES, INC."
"The Production and Precision Agriculture segment provides large and medium tractors, combines, cotton pickers and strippers, sugarcane harvesters and loaders, harvesting front-end equipment, pull-behind scrapers, and tillage and seeding equipment, as well as application equipment, including sprayers and nutrient management, and soil preparation machinery for grain growers.",env_certification,Environmental,credential,Environmental certification claim,epa,0.2,True,unspecified,310,DEERE & COMPANY
"The Biotechnology segments offers bioprocess technologies, consumables, and services that advance, accelerate, and integrate the development and manufacture of therapeutics; cell line and cell culture media development services; cell culture media, process liquids and buffers for manufacturing, chromatography resins, filtration technologies, aseptic fill finish; single-use hardware and consumables and services, such as the design and installation of full manufacturing suites; lab filtration, separation, and purification; lab-scale protein purification and analytical tools; reagents, membranes, and services; and healthcare filtration solutions.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,311,DANAHER CORPORATION
"It serves employer groups, individuals, college students, part-time and hourly workers, health plans, health care providers, governmental units, government-sponsored plans, labor groups, and expatriates.",employee_safety,Social,performance,Employee safety or health claim,"workers, health plans, health",0.0,False,unspecified,313,CVS HEALTH CORPORATION
"It serves employers, insurance companies, unions, government employee groups, health plans, prescription drug plans, Medicaid managed care plans, CMS, plans offered on public health insurance, and other sponsors of health benefit plans.",employee_safety,Social,performance,Employee safety or health claim,"employee groups, health",0.0,False,unspecified,313,CVS HEALTH CORPORATION
"It provides power generation systems, horsepower engines, heavy and medium duty engines, application engineering services, custom-designed assemblies, retail and wholesale aftermarket parts, and in-shop and field-based repair services.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,314,CUMMINS INC.
"In addition, the company offers emission solutions; turbochargers; air and fuel filters, fuel water separators, lube and hydraulic filters, coolants, fuel additives, and other filtration systems; and electronic control modules, sensors, and supporting software, as well as new, replacement, and remanufactured fuel systems.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,314,CUMMINS INC.
"It also provides Leasing, a tool to capture, manage, and maintain lease data; CoStar Lease Analysis; Public Record, a searchable database of commercially zoned parcels; CoStar Real Estate Manager, a real estate lease administration, portfolio management, and lease accounting compliance software solution; and CoStar Risk Analytics and CoStar Investment.",ethics_compliance,Governance,performance,Ethics and compliance program claim,compliance,0.0,False,unspecified,319,COSTAR GROUP INC
"Its services also comprise services to sell vehicles through CashForCars.com, CashForCars.ca, CashForCars.de, CashForCars.co.uk, and Cash-for-cars.ie; Copart Recycling service, which allows the public to purchase parts from salvaged and end-of-life vehicles; copart 360, an online technology for posting vehicle images that captures clear 360-degree views of interiors and exteriors of cars, trucks, and vans; membership tiers for those registering to buy vehicles through Copart.com; and virtual queue to secure a place in line while visiting one of its locations.",waste_management,Environmental,performance,Waste management or recycling claim,recycling,0.0,False,unspecified,321,COPART INC
"The company sells its products principally to licensed vehicle dismantlers, rebuilders, repair licensees, used vehicle dealers, and exporters, as well as to the public.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,321,COPART INC
"This segment generates electricity through coal, wind, gas, renewable energy, oil, and nuclear sources.",renewable_energy,Environmental,performance,Claim about renewable energy usage,"wind, gas, renewable energy",0.0,False,unspecified,331,CMS ENERGY CORPORATION
"The company also provides clearing house services, including clearing, settling, and guaranteeing futures and options contracts, and cleared swaps products traded through its exchanges; and trade processing and risk mitigation services.",risk_management,Governance,performance,Risk management practices claim,risk mitigation,0.0,False,future,332,CME GROUP INC.
"The Commercial Banking segment provides various financial products and solutions, including lending and leasing, deposit and treasury management services, foreign exchange, and interest rate and commodity risk management solutions, as well as syndicated loans, corporate finance, mergers and acquisitions, and debt and equity capital markets services.",risk_management,Governance,performance,Risk management practices claim,risk management,0.0,False,unspecified,334,"CITIZENS FINANCIAL GROUP, INC."
"The Markets segment offers sales and trading services for equities, foreign exchange, rates, spread products, and commodities to corporate, institutional, and public sector clients; and market-making services, including asset classes, risk management solutions, financing, prime brokerage, research, securities clearing, and settlement.",risk_management,Governance,performance,Risk management practices claim,risk management,0.0,False,unspecified,335,CITIGROUP INC.
